CEREBRAINT,CEREBRA INTEGRATED TECHNOLOGIES LTD,COMPUTERS - HARDWARE,Information Technology,
CESC,CESC LTD,Electric Utilities - GENERATION,Utilities,
CGCL,CAPRI GLOBAL CAPITAL LTD,Fin COS (including NBFCs),Finance,
CGPOWER,CG POWER AND INDUSTRIAL SOLUTIONS LTD,Heavy Electrical Equipment,Industrials,
CHALET,CHALET HOTELS LTD,Hotels,SERVICES,
CHAMBLFERT,CHAMBAL FERTILIZERS & CHEMICALS LTD,FERTILIZERS,Basic Materials,
CHEMBOND,CHEMBOND CHEMICALS LTD,Specialty Chemicals,Basic Materials,
CHEMCON,CHEMCON SPECIALITY CHEMICALS LTD,Specialty Chemicals,Basic Materials,
CHEMFAB,CHEMFAB ALKALIS LTD,Specialty Chemicals,Basic Materials,
CHEMPLASTS,CHEMPLAST SANMAR LTD,Specialty Chemicals,Basic Materials,
CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD,Refineries & Petroleum Products,Energy,
CHOLAFIN,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LTD,Fin COS (including NBFCs),Finance,
CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDINGS LTD,Holding Companies,Finance,
CHROMATIC,CHROMATIC INDIA LTD,DYES & PIGMENTS,Basic Materials,
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,IT ENABLED SERVICES - SOFTWARE,Information Technology,
CIMMCO,CIMMCO LTD,RAILWAYS WAGONS,CAPITAL GOODS,
CINELINE,CINELINE INDIA LTD,Realty,CAPITAL GOODS,
CINEVISTA,CINEVISTA LTD,Movies & Entertainment,CDGS ,
CIPLA,CIPLA LTD,Pharmaceuticals,Healthcare,
CKFSL,COX & KINGS FINANCIAL SERVICE LTD,NBFC,Finance,
CLEAN,CLEAN SCIENCE AND TECHNOLOGY LTD,Specialty Chemicals,Basic Materials,
CLEDUCATE,CL EDUCATE LTD,Education,SERVICES,
CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD,Specialty Chemicals,Basic Materials,
CLSEL,CHAMAN LAL SETIA EXPORTS LTD,AGRICULTURAL PRODUCTS,Industrials,
CMICABLES,CMI LTD,CABLES - ELECTRICALS,Industrials,
CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD,Textiles,Industrials,
COALINDIA,COAL INDIA LTD,Coal,Energy,
COASTCORP,COASTAL CORPORATION LTD,Packaged Foods,FMCG ,
COCHINSHIP,COCHIN SHIPYARD LTD,Shipping,SERVICES,
COFFEEDAY,COFFEE DAY ENTERPRISES LTD,Restaurants,SERVICES,
COFORGE,COFORGE LTD,IT Consulting & Application Software,Information Technology,
COLPAL,COLGATE PALMOLIVE (INDIA) LTD,Personal Products,FMCG ,
COMPINFO,COMPUAGE INFOCOM LTD,COMPUTERS - HARDWARE,Information Technology,
COMPUSOFT,COMPUCOM SOFTWARE LTD,IT Training Services,Information Technology,
CONCOR,CONTAINER CORPORATION OF INDIA LTD,Transport Related Services,SERVICES,
CONFIPET,CONFIDENCE PETROLEUM INDIA LTD,Oil Marketing & Distribution,Energy,
CONSOFINVT,CONSOLIDATED FINVEST & HOLDINGS LTD,NBFC,Finance,
CONTROLPR,CONTROL PRINT LTD,Containers & Packaging,Industrials,
CORALFINAC,CORAL INDIA FINANCE & HOUSING LTD,INVESTMENT COMPANIES,Finance,
CORDSCABLE,CORDS CABLE INDUSTRIES LTD,Other Electrical Equipment/ Products,Industrials,
COROMANDEL,COROMANDEL INTERNATIONAL LTD,FERTILIZERS,Basic Materials,
COSMOFILMS,COSMO FILMS LTD,Containers & Packaging,Industrials,
COUNCODOS,COUNTRY CONDO'S LTD,Realty,CAPITAL GOODS,
COX&KINGS,COX & KINGS LTD,Travel Support Services,SERVICES,
CPSEETF,CPSE ETF,MF / ETF,Finance,
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,Industrial Machinery,CAPITAL GOODS,
CREATIVE,CREATIVE NEWTECH LTD, Industrial Products,Industrials,
CREDITACC,CREDITACCESS GRAMEEN LTD,Fin COS (including NBFCs),Finance,
CREST,CREST VENTURES LTD,Fin COS (including NBFCs),Finance,
CRISIL,CRISIL LTD,Financial Services,Finance,
CRMFGETF,CANARA ROBOCO MF - GOLD ETF,MF / ETF - GOLD ETF,Finance,
CROMPTON,CROMPTON GREAVES CONSUMER ELECTRICALS LTD,Household Appliances,CAPITAL GOODS,
CSBBANK,CSB BANK LTD,BANKS - PVT,Finance,
CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD,Software Products,Information Technology,
CUB,CITY UNION BANK LTD,BANKS - PVT,Finance,
CUBEXTUB,CUBEX TUBINGS LTD,COPPER & COPPER PRODUCTS,Basic Materials,
CUMMINSIND,CUMMINS INDIA LTD,Industrial Machinery,CAPITAL GOODS,
CUPID,CUPID LTD,Personal Products,FMCG ,
CYBERMEDIA,CYBER MEDIA (INDIA) LTD,PRINTING & PUBLICATION,SERVICES,
CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LTD,Software Products,Information Technology,
CYIENT,CYIENT LTD,IT Consulting & Application Software,Information Technology,
DAAWAT,LT FOODS LTD,Packaged Foods,FMCG ,
DABUR,DABUR INDIA LTD,Personal Products,FMCG ,
DALALSTCOM,DSJ KEEP LEARNING LTD,PRINTING & PUBLICATION,SERVICES,
DALBHARAT,DALMIA BHARAT LTD,Cement & Cement Products,Basic Materials,
DALMIASUG,DALMIA BHARAT SUGAR AND INDUSTRIES LTD,Sugar,FMCG ,
DAMODARIND,DAMODAR INDUSTRIES LTD,SPINNING-COTTON/BLENDED,Industrials,
DANGEE,DANGEE DUMS LTD,CONSUMER FOOD,FMCG ,
DATAMATICS,DATAMATICS GLOBAL SERVICES LTD,Software Products,Information Technology,
DATAPATTNS,DATA PATTERNS (INDIA) LTD,Defence,CAPITAL GOODS,
DBCORP,D.B.CORP LTD,PRINTING & PUBLICATION,SERVICES,
DBL,DILIP BUILDCON LTD,Roads & Highways,Industrials,
DBREALTY,D B REALTY LTD,Realty,CAPITAL GOODS,
DBSTOCKBRO,DB (INTERNATIONAL) STOCK BROKERS LTD,Financial Services,Finance,
DCAL,DISHMAN CARBOGEN AMCIS LTD,Pharmaceuticals,Healthcare,
DCBBANK,DCB BANK LTD,BANKS - PVT,Finance,
DCM,DCM  LTD, Industrial Products,Industrials,
DCMFINSERV,DCM FINANCIAL SERVICES LTD,Fin COS (including NBFCs),Finance,
DCMNVL,DCM NOUVELLE LTD,Textiles,Industrials,
DCMSHRIRAM,DCM SHRIRAM LTD,Sugar,FMCG ,
DCMSRIND,DCM SHRIRAM INDUSTRIES LTD,Sugar,FMCG ,
DCW,DCW LTD,Commodity Chemicals,Basic Materials,
DECCANCE,DECCAN CEMENTS LTD,Cement & Cement Products,Basic Materials,
DEEPAKFERT,DEEPAK FERTILIZERS AND PETROCHEMICALS CORPORATION LTD,Commodity Chemicals,Basic Materials,
DEEPAKNTR,DEEPAK NITRITE LTD,Specialty Chemicals,Basic Materials,
DEEPENR,DEEP ENERGY RESOURCES LTD,Integrated Oil & Gas,Energy,
DEEPINDS,DEEP INDUSTRIES LTD,OIL Exploration & Production,Energy,
DELPHIFX,DELPHI WORLD MONEY LTD,Financial Services,Finance,
DELTACORP,DELTA CORP LTD,Leisure Facilities,SERVICES,
DELTAMAGNT,DELTA MANUFACTURING LTD,Other Electrical Equipment/ Products,Industrials,
DEN,DEN NETWORKS LTD,Broadcasting & Cable TV,SERVICES,
DENORA,DE NORA INDIA LTD, Industrial Goods,Industrials,
DEVYANI,DEVYANI INTERNATIONAL LTD,Restaurants,SERVICES,
DFMFOODS,DFM FOODS LTD,CONSUMER FOOD,FMCG ,
DGCONTENT,DIGICONTENT LTD,PRINTING & PUBLICATION,SERVICES,
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD,Sugar,FMCG ,
DHANBANK,DHANLAXMI BANK LTD,BANKS - PVT,Finance,
DHANI,DHANI SERVICES LTD,Financial Services,Finance,
DHANUKA,DHANUKA AGRITECH LTD,Agrochemicals,Basic Materials,
DHARAMSI,THE DHARAMSI MORARJI CHEMICAL COMPANY LTD,Specialty Chemicals,Basic Materials,
DHARSUGAR,DHARANI SUGARS & CHEMICALS LTD,Sugar,FMCG ,
DHFL,DEWAN HOUSING FINANCE CORPORATION LTD,Housing Finance Companies,Finance,
DHRUV,DHRUV CONSULTANCY SERVICES LTD,Construction & Engineering,CAPITAL GOODS,
DHUNINV,DHUNSERI INVESTMENTS LTD,INVESTMENT COMPANIES,Finance,
DIAMONDYD,PRATAAP SNACKS LTD,Packaged Foods,FMCG ,
DIAPOWER,DIAMOND POWER INFRA LTD,Other Electrical Equipment/ Products,Industrials,
DICIND,DIC INDIA LTD,Specialty Chemicals,Basic Materials,
DIGISPICE,DIGISPICE TECHNOLOGIES LTD,Telecommunications Equipment,Telecom,
DIGJAMLMTD,DIGJAM LTD,FABRICS & GARMENTS,CDGS ,
DIGJAMLTD,DIGJAM LTD,FABRICS & GARMENTS,CDGS ,
DISHTV,DISH TV INDIA LTD,Broadcasting & Cable TV,SERVICES,
DIVISLAB,DIVI'S LABORATORIES LTD,Pharmaceuticals,Healthcare,
DIXON,DIXON TECHNOLOGIES (INDIA) LTD,Consumer Electronics,CAPITAL GOODS,
DLF,DLF LTD,Realty,CAPITAL GOODS,
DLINKINDIA,D-LINK (INDIA) LTD,Networking Equipment,Information Technology,
DMART,AVENUE SUPERMARTS LTD,Department Stores,SERVICES,
DNAMEDIA,DILIGENT MEDIA CORPORATION LTD,Advertising & Media Agencies,SERVICES,
DODLA,DODLA DAIRY LTD,DIARY PRODUCTS,FMCG ,
DOLATALGO,DOLAT ALGOTECH LTD,Financial Services,Finance,
DOLLAR,DOLLAR INDUSTRIES LTD,Apparels & Accessories,CDGS ,
DOLPHINOFF,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LTD,OFFSHORE SUPPORT SOLUTION DRILLING,SERVICES,
DONEAR,DONEAR INDUSTRIES LTD,Textiles,Industrials,
DPABHUSHAN,D. P. ABHUSHAN LTD,GEMS  / JEWELLERY & WATCHES,CDGS ,
DPSCLTD,DPSC LTD,Electric Utilities - GENERATION,Utilities,
DPWIRES,D P WIRES LTD,IRON & STEEL PRODUCTS,Basic Materials,
DQE,DQ ENTERTAINMENT (INTERNATIONAL) LTD,ANIMATION,SERVICES,
DRCSYSTEMS,DRC SYSTEMS INDIA LTD,IT Consulting & Application Software,Information Technology,
DREDGECORP,DREDGING CORPORATION OF INDIA LTD,Shipping,SERVICES,
DRREDDY,DR. REDDY'S LABORATORIES LTD,Pharmaceuticals,Healthcare,
DSPNEWETF,DSP  MUTUAL FUND - DSP NIFTY 50 EQUAL WEIGHT ETF,MF / ETF,Finance,
DSSL,DYNACONS SYSTEMS & SOLUTIONS LTD,IT Consulting & Application Software,Information Technology,
DTIL,DHUNSERI TEA & INDUSTRIES LTD,Tea & Coffee,FMCG ,
DUCON,DUCON INFRATECHNOLOGIES LTD,Trading Companies & Distributors,SERVICES,
DVL,DHUNSERI VENTURES LTD,Other Food Products,FMCG ,
DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD,Sugar,FMCG ,
DYNAMATECH,DYNAMATIC TECHNOLOGIES LTD,Industrial Machinery,CAPITAL GOODS,
DYNPRO,DYNEMIC PRODUCTS LTD,Specialty Chemicals,Basic Materials,
EASEMYTRIP,EASY TRIP PLANNERS LTD,Travel Support Services,SERVICES,
EASTSILK,EASTERN SILK INDUSTRIES LTD,Textiles,Industrials,
EASUNREYRL,EASUN REYROLLE LTD,POWER EQUIPMENT,CAPITAL GOODS,
EBANK,EDELWEISS ETF - NIFTY BANK,MF / ETF,Finance,
EBBETF0423,EDELWEISS MUTUAL FUND - BHARAT BOND  ETF - APRIL 2023,Bharat Bond - MF/ETF,Finance,
EBBETF0425,EDELWEISS MUTUAL FUND - BHARAT BOND ETF -  APRIL 2025,Bharat Bond - MF/ETF,Finance,
EBBETF0430,EDELWEISS MUTUAL FUND - BHARAT BOND  ETF - APRIL 2030,Bharat Bond - MF/ETF,Finance,
EBBETF0431,EDELWEISS MUTUAL FUND - BHARAT BOND ETF -  APRIL 2031,Bharat Bond - MF/ETF,Finance,
ECLERX,ECLERX SERVICES LTD,BPO / ITeS,Information Technology,
EDELWEISS,EDELWEISS FINANCIAL SERVICES LTD,Holding Companies,Finance,
EDL,EMPEE DISTILLERIES LTD,Breweries & Distilleries,FMCG ,
EDUCOMP,EDUCOMP SOLUTIONS LTD,Education,SERVICES,
EICHERMOT,EICHER MOTORS LTD,2/3 Wheelers,CDGS ,
EIDPARRY,EID PARRY INDIA LTD,Sugar,FMCG ,
EIFFL,EURO INDIA FRESH FOODS LTD,CONSUMER FOOD,FMCG ,
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,Hotels,SERVICES,
EIHOTEL,EIH LTD,Hotels,SERVICES,
EIMCOELECO,EIMCO ELECON (INDIA) LTD,Industrial Machinery,CAPITAL GOODS,
EKC,EVEREST KANTO CYLINDER LTD, Industrial Products,Industrials,
ELECON,ELECON ENGINEERING COMPANY LTD,Industrial Machinery,CAPITAL GOODS,
ELECTCAST,ELECTROSTEEL CASTINGS LTD, Industrial Products,Industrials,
ELECTCAST,ELECTROSTEEL CASTINGS LTD, Industrial Products,Industrials,
ELECTHERM,ELECTROTHERM (INDIA) LTD,IRON & STEEL PRODUCTS,Basic Materials,
ELGIEQUIP,ELGI EQUIPMENTS LTD,Industrial Machinery,CAPITAL GOODS,
ELGIRUBCO,ELGI RUBBER COMPANY LTD,Rubber Products,Basic Materials,
EMAMILTD,EMAMI LTD,Personal Products,FMCG ,
EMAMIPAP,EMAMI PAPER MILLS LTD,Paper & Paper Products,Basic Materials,
EMAMIREAL,EMAMI REALTY LTD,Realty,CAPITAL GOODS,
EMCO,EMCO LTD,POWER EQUIPMENT,CAPITAL GOODS,
EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD,Financial Services,Finance,
EMMBI,EMMBI INDUSTRIES LTD,Containers & Packaging,Industrials,
ENDURANCE,ENDURANCE TECHNOLOGIES LTD,Auto Parts & Equipment,CDGS ,
ENERGYDEV,ENERGY DEVELOPMENT COMPANY LTD,Electric Utilities,Utilities,
ENGINERSIN,ENGINEERS INDIA LTD,Consulting Services,Industrials,
ENIL,ENTERTAINMENT NETWORK (INDIA) LTD,Broadcasting & Cable TV,SERVICES,
EON,EON ELECTRIC LTD,CABLES - ELECTRICALS,Industrials,
EPL,EPL LTD,Containers & Packaging,Industrials,
EQ30,EDELWEISS MF - NIFTY 100 QUALITY 30,MF / ETF,Finance,
EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LTD,Software Products,Information Technology,
EQUITAS,EQUITAS HOLDINGS LTD,Holding Companies,Finance,
EQUITASBNK,EQUITAS SMALL FINANCE BANK LTD,BANKS - PVT,Finance,
ERIS,ERIS LIFESCIENCES LTD,Pharmaceuticals,Healthcare,
EROSMEDIA,EROS INTERNATIONAL MEDIA LTD,Movies & Entertainment,SERVICES,
ESABINDIA,ESAB INDIA LTD, Industrial Goods,Industrials,
ESCORTS,ESCORTS LTD,"Construction, Agricultural & Commercial Vehicles",CAPITAL GOODS,
ESSARSHPNG,ESSAR SHIPPING LTD,Shipping,SERVICES,
ESTER,ESTER INDUSTRIES LTD,Containers & Packaging,Industrials,
EUROCERA,EURO CERAMICS LTD,FURNITURE / HOME FURNISHING / FLOORING,CAPITAL GOODS,
EUROMULTI,EURO MULTIVISION LTD,POWER EQUIPMENT,CAPITAL GOODS,
EUROTEXIND,EUROTEX INDUSTRIES AND EXPORTS LTD,SPINNING-COTTON/BLENDED,Industrials,
EVEREADY,EVEREADY INDUSTRIES INDIA LTD,Non-Durable Household Products,FMCG ,
EVERESTIND,EVEREST INDUSTRIES LTD,Cement & Cement Products,Basic Materials,
EXCEL,EXCEL REALTY N INFRA LTD,BPO / ITeS,Information Technology,
EXCELINDUS,EXCEL INDUSTRIES LTD,Specialty Chemicals,Basic Materials,
EXIDEIND,EXIDE INDUSTRIES LTD,Auto Parts & Equipment,CDGS ,
EXPLEOSOL,EXPLEO SOLUTIONS LTD,IT Consulting & Application Software,Information Technology,
EXXARO,EXXARO TILES LTD,"Furniture, Furnishing & Paints",CAPITAL GOODS,
FACT,FERTILIZERS AND CHEMICALS TRAVANCORE LTD,FERTILIZERS,Basic Materials,
FAIRCHEMOR,FAIRCHEM ORGANICS LTD,Commodity Chemicals,Basic Materials,
FCL,FINEOTEX CHEMICAL LTD,Specialty Chemicals,Basic Materials,
FCONSUMER,FUTURE CONSUMER LTD,Packaged Foods,FMCG ,
FCSSOFT,FCS SOFTWARE SOLUTIONS LTD,IT Consulting & Application Software,Information Technology,
FDC,FDC LTD,Pharmaceuticals,Healthcare,
FEDERALBNK,THE FEDERAL BANK  LTD,BANKS - PVT,Finance,
FEL,FUTURE ENTERPRISES LTD,Department Stores,SERVICES,
FELDVR,FUTURE ENTERPRISES LTD,Department Stores,SERVICES,
FIEMIND,FIEM INDUSTRIES LTD,Auto Parts & Equipment,CDGS ,
FILATEX,FILATEX INDIA LTD,Textiles,Industrials,
FINCABLES,FINOLEX CABLES LTD,Other Electrical Equipment/ Products,Industrials,
FINEORG,FINE ORGANIC INDUSTRIES LTD,Specialty Chemicals,Basic Materials,
FINOPB,FINO PAYMENTS BANK LTD,BANKS - PVT,Finance,
FINPIPE,FINOLEX INDUSTRIES LTD,PLASTIC PRODUCTS,Industrials,
FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LTD,PLASTIC PRODUCTS,Industrials,
FLFL,FUTURE LIFESTYLE FASHIONS LTD,Department Stores,SERVICES,
FLUOROCHEM,GUJARAT FLUOROCHEMICALS LTD,Specialty Chemicals,Basic Materials,
FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Auto Parts & Equipment,CDGS ,
FMNL,FUTURE MARKET NETWORKS LTD,Department Stores,SERVICES,
FOCUS,FOCUS LIGHTING AND FIXTURES LTD,Consumer Electronics,CAPITAL GOODS,
FOODSIN,FOODS & INNS LTD,Other Food Products,FMCG ,
FORCEMOT,FORCE MOTORS LTD,Cars & Utility Vehicles,CDGS ,
FORTIS,FORTIS HEALTHCARE LTD,Healthcare  - Facilities,Healthcare,
FOSECOIND,FOSECO INDIA LTD,Commodity Chemicals,Basic Materials,
FRETAIL,FUTURE RETAIL LTD,Department Stores,SERVICES,
FSC,FUTURE SUPPLY CHAIN SOLUTIONS LTD,LOGISTICS SOLUTION PROVIDER,SERVICES,
FSL,FIRSTSOURCE SOLUTIONS LTD,BPO / ITeS,Information Technology,
GABRIEL,GABRIEL INDIA LTD,Auto Parts & Equipment,CDGS ,
GAEL,GUJARAT AMBUJA EXPORTS LTD,Other Agricultural Products,FMCG ,
GAIL,GAIL (INDIA) LTD,Utilities (Including Pipelines),Utilities,
GAL,GYSCOAL ALLOYS LTD,Iron & Steel and Intermediary Products,Basic Materials,
GALAXYSURF,GALAXY SURFACTANTS LTD,Specialty Chemicals,Basic Materials,
GALLANTT,GALLANTT METAL LTD,Iron & Steel and Intermediary Products,Basic Materials,
GALLISPAT,GALLANTT ISPAT LTD,Iron & Steel and Intermediary Products,Basic Materials,
GANDHITUBE,GANDHI SPECIAL TUBES LTD,IRON & STEEL PRODUCTS,Basic Materials,
GANECOS,GANESHA ECOSPHERE LTD,Textiles,Industrials,
GANESHBE,GANESH BENZOPLAST LTD,Commodity Chemicals,Basic Materials,
GANESHHOUC,GANESH HOUSING CORPORATION LTD,Realty,CAPITAL GOODS,
GANGAFORGE,GANGA FORGING LTD,CASTINGS/FORGINGS,Industrials,
GANGESSECU,GANGES SECURITIES LTD,INVESTMENT COMPANIES,Finance,
GANGOTRI,GANGOTRI TEXTILES LTD,SPINNING-COTTON/BLENDED,Industrials,
GARDENSILK,GARDEN SILK MILLS LTD,FABRICS & GARMENTS,CDGS ,
GARFIBRES,GARWARE TECHNICAL FIBRES LTD,Textiles,Industrials,
GATI,GATI LTD,LOGISTICS SOLUTION PROVIDER,SERVICES,
GAYAHWS,GAYATRI HIGHWAYS LTD,Construction & Engineering,CAPITAL GOODS,
GAYAPROJ,GAYATRI PROJECTS LTD,Construction & Engineering,CAPITAL GOODS,
GBGLOBAL,GB GLOBAL LTD,FABRICS & GARMENTS,CDGS ,
GDL,GATEWAY DISTRIPARKS LTD,LOGISTICS SOLUTION PROVIDER,SERVICES,
GEECEE,GEECEE VENTURES LTD,Realty,CAPITAL GOODS,
GEEKAYWIRE,GEEKAY WIRES LTD,IRON & STEEL PRODUCTS,Basic Materials,
GENCON,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LTD,Realty,CAPITAL GOODS,
GENESYS,GENESYS INTERNATIONAL CORPORATION LTD,Software Products,Information Technology,
GENUSPAPER,GENUS PAPER & BOARDS LTD,Paper & Paper Products,Basic Materials,
GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD,Other Electrical Equipment/ Products,Industrials,
GEOJITFSL,GEOJIT FINANCIAL SERVICES LTD,Financial Services,Finance,
GEPIL,GE POWER INDIA LTD,Heavy Electrical Equipment,Industrials,
GESHIP,THE GREAT EASTERN SHIPPING COMPANY LTD,Shipping,SERVICES,
GET&D,GE T&D INDIA LTD,Other Electrical Equipment/ Products,Industrials,
GFLLTD,GFL LTD,Holding Companies,Finance,
GFSTEELS,GRAND FOUNDRY LTD,IRON & STEEL PRODUCTS,Basic Materials,
GHCL,GHCL LTD,Commodity Chemicals,Basic Materials,
GICHSGFIN,GIC HOUSING FINANCE LTD,Housing Finance Companies,Finance,
GICRE,GENERAL INSURANCE CORPORATION OF INDIA,General Insurance,Finance,
GILLANDERS,GILLANDERS ARBUTHNOT & COMPANY LTD,Textiles,Industrials,
GILLETTE,GILLETTE INDIA LTD,Personal Products,FMCG ,
GINNIFILA,GINNI FILAMENTS LTD,Textiles,Industrials,
GIPCL,GUJARAT INDUSTRIES POWER COMPANY LTD,Electric Utilities,Utilities,
GISOLUTION,GI ENGINEERING SOLUTIONS LTD,Construction & Engineering,CAPITAL GOODS,
GKWLTD,GKW LTD,LOGISTICS SOLUTION PROVIDER,SERVICES,
GLAND,GLAND PHARMA LTD,Pharmaceuticals,Healthcare,
GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD,Pharmaceuticals,Healthcare,
GLENMARK,GLENMARK PHARMACEUTICALS LTD,Pharmaceuticals,Healthcare,
GLFL,GUJARAT LEASE FINANCING LTD,Financial Services,Finance,
GLOBAL,GLOBAL EDUCATION LTD,Education,SERVICES,
GLOBALVECT,GLOBAL VECTRA HELICORP LTD,Airlines,SERVICES,
GLOBE,GLOBE TEXTILES (INDIA) LTD,Textiles,Industrials,
GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD,Shipping,SERVICES,
GLOBUSSPR,GLOBUS SPIRITS LTD,Breweries & Distilleries,FMCG ,
GLS,GLENMARK LIFE SCIENCES LTD,Pharmaceuticals,Healthcare,
GMBREW,GM BREWERIES LTD,Breweries & Distilleries,FMCG ,
GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD,Coal,Energy,
GMMPFAUDLR,GMM PFAUDLER LTD,INDUSTRIAL EQUIPMENT,CAPITAL GOODS,
GMRINFRA,GMR INFRASTRUCTURE LTD,Airport Services,SERVICES,
GNA,GNA AXLES LTD,Auto Parts & Equipment,CDGS ,
GNFC,GUJARAT NARMADA VALLEY FERTILIZERS AND CHEMICALS LTD,FERTILIZERS,Basic Materials,
GOACARBON,GOA CARBON LTD,Refineries & Petroleum Products,Energy,
GOCLCORP,GOCL CORPORATION LTD,EXPLOSIVES,Basic Materials,
GOCOLORS,GO FASHION (INDIA) LTD,Other Apparels & Accessories,CDGS ,
GODFRYPHLP,GODFREY PHILLIPS INDIA LTD,Cigarettes & Tobacco Products,FMCG ,
GODHA,GODHA CABCON & INSULATION LTD,POWER EQUIPMENT,CAPITAL GOODS,
GODREJAGRO,GODREJ AGROVET LTD,Other Agricultural Products,FMCG ,
GODREJCP,GODREJ CONSUMER PRODUCTS LTD,Personal Products,FMCG ,
GODREJIND,GODREJ INDUSTRIES LTD,Packaged Foods,FMCG ,
GODREJPROP,GODREJ PROPERTIES LTD,Realty,CAPITAL GOODS,
GOENKA,GOENKA DIAMOND AND JEWELS LTD,Other Apparels & Accessories,CDGS ,
GOKEX,GOKALDAS EXPORTS LTD,Other Apparels & Accessories,CDGS ,
GOKUL,GOKUL REFOILS AND SOLVENT LTD,Edible Oils,FMCG ,
GOKULAGRO,GOKUL AGRO RESOURCES LTD,Edible Oils,FMCG ,
GOLDBEES,NIPPON INDIA ETF GOLD BEES,MF / ETF - GOLD ETF,Finance,
GOLDENTOBC,GOLDEN TOBACCO LTD,Cigarettes & Tobacco Products,FMCG ,
GOLDIAM,GOLDIAM INTERNATIONAL LTD,Other Apparels & Accessories,CDGS ,
GOLDSHARE,UTI MUTUAL FUND - UTI GOLD EXCHANGE TRADED FUND,MF / ETF - GOLD ETF,Finance,
GOLDTECH,GOLDSTONE TECHNOLOGIES LTD,IT Consulting & Application Software,Information Technology,
GOODLUCK,GOODLUCK INDIA LTD,IRON & STEEL PRODUCTS,Basic Materials,
GOODYEAR,GOODYEAR INDIA LTD,Tyres & Rubber Products,CAPITAL GOODS,
GPIL,GODAWARI POWER AND ISPAT LTD,Iron & Steel and Intermediary Products,Basic Materials,
GPPL,GUJARAT PIPAVAV PORT LTD,Marine Port & Services,Industrials,
GPTINFRA,GPT INFRAPROJECTS LTD,Construction & Engineering,CAPITAL GOODS,
GRANULES,GRANULES INDIA LTD,Pharmaceuticals,Healthcare,
GRAPHITE,GRAPHITE INDIA LTD, Industrial Goods,Industrials,
GRASIM,GRASIM INDUSTRIES LTD,Cement & Cement Products,Basic Materials,
GRAUWEIL,GRAUER & WEIL (INDIA) LTD,Commodity Chemicals,Basic Materials,
GRAVITA,GRAVITA INDIA LTD,INDUSTRIAL MINERALS,Basic Materials,
GREAVESCOT,GREAVES COTTON LTD,Industrial Machinery,CAPITAL GOODS,
GREENLAM,GREENLAM INDUSTRIES LTD,PLYWOOD BOARDS/ LAMINATES,Basic Materials,
GREENPANEL,GREENPANEL INDUSTRIES LTD,Forest Products - PLY & BOARDS,Basic Materials,
GREENPLY,GREENPLY INDUSTRIES LTD,Forest Products - PLY & BOARDS,Basic Materials,
GREENPOWER,ORIENT GREEN POWER COMPANY LTD,Electric Utilities,Utilities,
GRINDWELL,GRINDWELL NORTON LTD,ABRASIVES,Industrials,
GRINFRA,G R INFRAPROJECTS LTD,Construction & Engineering,CAPITAL GOODS,
GROBTEA,THE GROB TEA COMPANY LTD,Tea & Coffee,FMCG ,
GRPLTD,GRP LTD,Tyres & Rubber Products,CAPITAL GOODS,
GRSE,GARDEN REACH SHIPBUILDERS & ENGINEERS LTD,Defence,CAPITAL GOODS,
GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD,Cement & Cement Products,Basic Materials,
GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD,FERTILIZERS,Basic Materials,
GSPL,GUJARAT STATE PETRONET LTD,Utilities (Including Pipelines),Utilities,
GSS,GSS INFOTECH LTD,IT Consulting & Application Software,Information Technology,
GTL,GTL LTD,Other Telecom Services,Telecom,
GTLINFRA,GTL INFRASTRUCTURE LTD,Telecommunications Equipment,Telecom,
GTNIND,GTN INDUSTRIES LTD,MAN MADE  & BLENDED FIBRES,CAPITAL GOODS,
GTNTEX,GTN TEXTILES LTD,Textiles,Industrials,
GTPL,GTPL HATHWAY LTD,Other Telecom Services,Telecom,
GUFICBIO,GUFIC BIOSCIENCES LTD,Pharmaceuticals,Healthcare,
GUJALKALI,GUJARAT ALKALIES AND CHEMICALS LTD,Commodity Chemicals,Basic Materials,
